*,1+/2+/3+/0+,*
*,0+/0+,*
*,0+,*
*,0-,*
*,1+,*
*,1-,*
*,2+,*
*,2-,*
*,3+,*
*,3-,*
*,1+/8+/9+/8+,*
*,8+/9+/8+,*
*,9+/8+/17+,*
*,0+/1+,*
